[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[9, 10, 11, 2, 3, 4, 5, 6, 7, 8, 0, 1]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[5, 1, 0, 11, 4, 3, 2, 6, 7, 8, 9, 10]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 11, 0, 4, 5, 6, 7, 8, 9, 10]
[9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[6, 5, 1, 8, 9, 10, 11, 0, 4, 3, 2, 7]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 1, 2]
[10, 11, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 3]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[3, 4, 0, 11, 2, 1, 5, 6, 7, 8, 9, 10]
[2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 0, 1]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 3]
[8, 9, 10, 2, 1, 0, 11, 3, 4, 5, 6, 7]
[10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[11, 10, 2, 3, 4, 5, 6, 7, 8, 9, 1, 0]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0, 4]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 1, 2]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 11, 0, 4, 5, 6, 7, 8, 9, 10, 1, 2]
[10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9]
[10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 2]
[4, 5, 6, 7, 8, 9, 10, 11, 3, 2, 1, 0]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[11, 10, 9, 8, 0, 1, 2, 3, 4, 5, 6, 7]
[8, 7, 6, 5, 9, 10, 11, 0, 4, 3, 2, 1]
[1, 2, 3, 11, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 0, 11, 10, 2, 3, 4, 5, 6, 7, 8, 9]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[9, 10, 11, 7, 8, 0, 1, 2, 3, 4, 5, 6]
[10, 11, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[5, 6, 7, 8, 9, 10, 11, 0, 1, 2, 3, 4]
[3, 2, 6, 7, 8, 9, 10, 11, 0, 1, 5, 4]
[3, 11, 10, 9, 2, 1, 0, 4, 5, 6, 7, 8]
[1, 2, 3, 11, 0, 4, 5, 6, 7, 8, 9, 10]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 1, 2]
[1, 0, 11, 10, 2, 3, 4, 5, 6, 7, 8, 9]
[5, 4, 3, 0, 1, 2, 6, 7, 8, 9, 10, 11]
[10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9]
[2, 3, 11, 0, 1, 4, 5, 6, 7, 8, 9, 10]
[7, 8, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 0]
