[3, 4, 5, 6, 7, 8, 9, 10, 0, 1, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[10, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[7, 8, 1, 0, 10, 9, 2, 3, 4, 5, 6]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[7, 0, 10, 9, 8, 1, 2, 3, 4, 5, 6]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 0, 4]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[3, 10, 0, 4, 5, 6, 7, 8, 9, 1, 2]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 9, 10, 3, 4, 5, 6, 7, 8, 0]
