[2, 3, 10, 0, 4, 5, 6, 7, 8, 9, 1]
[6, 3, 2, 1, 7, 8, 9, 10, 0, 4, 5]
[2, 9, 10, 0, 1, 3, 4, 5, 6, 7, 8]
[9, 10, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[8, 9, 10, 3, 2, 1, 0, 4, 5, 6, 7]
[2, 3, 10, 0, 4, 5, 6, 7, 8, 9, 1]
[2, 1, 0, 10, 3, 4, 5, 6, 7, 8, 9]
[0, 10, 9, 2, 3, 4, 5, 6, 7, 8, 1]
[2, 3, 4, 7, 8, 9, 10, 0, 1, 5, 6]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[5, 1, 2, 7, 6, 9, 8, 3, 10, 0, 4]
[9, 10, 0, 3, 4, 5, 6, 7, 8, 1, 2]
[8, 9, 10, 0, 4, 3, 2, 1, 5, 6, 7]
[2, 1, 9, 10, 0, 4, 5, 6, 7, 8, 3]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 0]
[10, 0, 4, 5, 6, 7, 8, 9, 1, 2, 3]
[3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10]
[10, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[8, 10, 3, 2, 9, 0, 1, 4, 5, 6, 7]
[10, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9]
[6, 7, 8, 9, 10, 0, 4, 3, 2, 1, 5]
[2, 3, 10, 9, 1, 0, 4, 5, 6, 7, 8]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 0]
[10, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[2, 1, 0, 8, 9, 10, 3, 4, 5, 6, 7]
[6, 5, 2, 1, 7, 8, 9, 10, 3, 4, 0]
[4, 3, 2, 6, 7, 8, 9, 10, 0, 1, 5]
[0, 1, 6, 7, 8, 9, 10, 3, 2, 5, 4]
[6, 5, 2, 1, 7, 8, 9, 10, 3, 4, 0]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]
[2, 3, 10, 0, 4, 5, 6, 7, 8, 9, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 0]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10]
[0, 4, 5, 1, 2, 3, 6, 7, 8, 9, 10]
[3, 10, 0, 1, 4, 5, 6, 7, 8, 9, 2]
[10, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9]
[8, 9, 10, 3, 2, 1, 0, 4, 5, 6, 7]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 0]
[1, 10, 3, 4, 2, 5, 6, 7, 8, 9, 0]
[0, 10, 9, 2, 3, 4, 5, 6, 7, 8, 1]
[1, 2, 9, 10, 0, 3, 4, 5, 6, 7, 8]
[0, 10, 9, 8, 1, 2, 3, 4, 5, 6, 7]
[10, 2, 1, 5, 6, 7, 8, 9, 3, 4, 0]
