[0, 1, 10, 9, 8, 7, 6, 5, 4, 2, 3, 11, 12]
[10, 9, 0, 1, 5, 2, 3, 4, 8, 7, 6, 11, 12]
[2, 1, 0, 8, 9, 10, 11, 12, 3, 4, 5, 6, 7]
[10, 9, 2, 8, 7, 0, 1, 6, 5, 4, 3, 11, 12]
[6, 12, 11, 8, 7, 9, 10, 5, 4, 3, 2, 1, 0]
[2, 3, 4, 1, 0, 7, 10, 9, 8, 5, 6, 11, 12]
[8, 4, 3, 5, 6, 7, 9, 10, 11, 2, 1, 0, 12]
[7, 6, 5, 4, 3, 0, 2, 8, 1, 9, 10, 11, 12]
[11, 10, 8, 7, 0, 1, 2, 3, 4, 5, 9, 6, 12]
[0, 1, 2, 3, 4, 5, 6, 7, 10, 9, 8, 11, 12]
[11, 10, 9, 0, 1, 2, 3, 4, 8, 7, 6, 5, 12]
[3, 2, 1, 0, 9, 4, 5, 10, 11, 6, 7, 8, 12]
[6, 5, 4, 9, 3, 2, 1, 0, 7, 8, 10, 11, 12]
[6, 7, 8, 9, 10, 5, 4, 3, 0, 1, 2, 11, 12]
[11, 0, 10, 9, 8, 1, 2, 3, 4, 5, 6, 7, 12]
[2, 1, 0, 7, 6, 3, 4, 5, 8, 9, 10, 11, 12]
[6, 5, 0, 4, 3, 7, 8, 2, 1, 9, 10, 11, 12]
[11, 12, 10, 9, 1, 0, 2, 3, 4, 5, 6, 8, 7]
[2, 3, 10, 9, 8, 7, 6, 5, 1, 0, 11, 4, 12]
[3, 2, 1, 0, 4, 5, 6, 11, 7, 8, 9, 10, 12]
[1, 2, 11, 10, 9, 8, 7, 6, 0, 5, 4, 3, 12]
[3, 2, 1, 0, 5, 6, 7, 8, 9, 4, 10, 11, 12]
