[9, 10, 0, 4, 3, 2, 1, 5, 6, 7, 8]
[1, 0, 10, 3, 4, 5, 6, 7, 8, 9, 2]
[1, 2, 3, 10, 0, 4, 5, 6, 7, 8, 9]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[10, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 3, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[4, 5, 6, 7, 8, 9, 10, 3, 2, 1, 0]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[1, 5, 6, 7, 8, 9, 10, 0, 4, 3, 2]
[10, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[3, 2, 6, 7, 8, 9, 10, 0, 1, 5, 4]
[8, 9, 10, 0, 1, 2, 3, 4, 5, 6, 7]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[3, 4, 5, 6, 7, 8, 9, 10, 0, 1, 2]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 0, 1]
[3, 10, 0, 4, 5, 6, 7, 8, 9, 1, 2]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10]
