[3, 11, 0, 5, 6, 7, 8, 9, 10, 2, 1, 4]
[5, 4, 0, 7, 8, 9, 10, 11, 3, 2, 1, 6]
[8, 9, 2, 3, 11, 10, 1, 0, 4, 5, 6, 7]
[5, 4, 3, 11, 6, 7, 8, 9, 10, 2, 1, 0]
[11, 10, 2, 1, 3, 4, 5, 6, 7, 8, 9, 0]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2, 1]
[8, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7]
[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 3, 0]
[0, 1, 2, 10, 11, 3, 4, 5, 6, 7, 8, 9]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[10, 1, 2, 3, 11, 0, 4, 5, 6, 7, 8, 9]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[2, 10, 9, 8, 1, 0, 11, 3, 4, 5, 6, 7]
[10, 2, 1, 0, 11, 6, 5, 4, 3, 7, 8, 9]
[2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 6, 7, 8, 9, 10, 11, 0, 1, 5, 4, 3]
[9, 1, 0, 11, 10, 2, 3, 4, 5, 6, 7, 8]
[2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 10, 11, 3, 4, 5, 6, 7, 8, 9, 0, 1]
[3, 2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11]
